1464799320,132785,4,0
1464799320,132786,4,0
1464799320,132787,4,0
1464799320,132788,4,0
1464799320,132789,4,0
1464799320,132790,4,0
1464799320,132791,4,0
1464799320,132792,4,0
1464799320,132793,4,0
1464799320,132794,4,0
1464799320,132795,4,0
1464799320,132796,4,0
1464799320,132797,4,0
1464799320,132798,4,0
1464799320,132799,4,0
1464799320,132800,4,0
1464799320,132801,4,0
1464799320,132802,4,0
1464799320,132803,4,0
1464799320,132804,4,0
1464799320,132805,4,0
1464799320,132806,4,0
1464799320,132807,4,0
1464799320,132808,4,0
1464799320,132809,4,0
1464799320,132810,4,0
1464799320,132811,4,0
1464799320,132812,4,0
1464799320,132813,4,0
1464799320,132814,4,0
1464799320,132815,4,0
1464799320,132816,4,0
1464799320,132817,4,0
1464799320,132818,4,0
1464799320,132819,4,0
1464799320,132820,4,0
1464799320,132821,4,0
1464799320,132822,4,0
1464799320,132823,4,0
1464799320,132824,4,0
1464799320,132825,4,0
1464799320,132826,4,0
1464799320,132827,4,0
1464799320,132828,4,0
1464799320,132829,4,0
1464799320,132830,4,0
1464799320,132831,4,0
1464799320,132832,4,0
1464799320,132833,4,0
1464799320,132834,4,0
1464799320,132835,4,0
1464799320,132836,4,0
1464799320,132837,4,0
1464799320,132838,4,0
1464799320,132839,4,0
1464799320,132840,4,0
1464799320,132841,4,0
1464799320,132842,4,0
1464799320,132843,4,0
1464799320,132844,4,0
1464799320,132845,4,0
1464799320,132846,4,0
1464799320,132847,4,0
1464799320,132848,4,0
1464799320,132849,4,0
1464799320,132850,4,0
1464799320,132851,4,0
1464799320,132852,4,0
1464799320,132853,4,0
1464799320,132854,4,0
1464799320,132855,4,0
1464799320,132856,4,0
1464799320,132857,4,0
1464799320,132858,4,0
1464799320,132859,4,0
1464799320,132860,4,0
1464799320,132861,4,0
1464799320,132862,4,0
1464799320,132863,4,0
1464799320,132864,4,0
1464799320,132865,4,0
1464799320,132866,4,0
1464799320,132867,4,0
1464799320,132868,4,0
1464799320,132869,4,0
1464799320,132870,4,0
1464799320,132871,4,0
1464799320,132872,4,0
1464799320,132873,4,0
1464799320,132874,4,0
1464799320,132875,4,0
1464799320,132876,4,0
1464799320,132877,4,0
1464799320,132878,4,0
1464799320,132879,4,0
1464799320,132880,4,0
1464799320,132881,4,0
1464799320,132882,4,0
1464799320,132883,4,0
1464799320,132884,4,0
1464799320,132885,4,0
1464799320,132886,4,0
1464799320,132887,4,0
1464799320,132888,4,0
1464799320,132889,4,0
1464799320,132890,4,0
1464799320,132891,4,0
1464799320,132892,4,0
1464799320,132893,4,0
1464799320,132894,4,0
1464799320,132895,4,0
1464799320,132896,4,0
1464799320,132897,4,0
1464799320,132898,4,0
1464799320,132899,4,0
1464799320,132900,4,0
1464799320,132901,4,0
1464799320,132902,4,0
1464799320,132903,4,0
1464799320,132904,4,0
1464799320,132905,4,0
1464799320,132906,4,0
1464799320,132907,4,0
1464799320,132908,4,0
1464799320,132909,4,0
1464799320,132910,4,0
1464799320,132911,4,0
1464799320,132912,4,0
1464799320,132913,4,0
1464799320,132914,4,0
1464799320,132915,4,0
1464799320,132916,4,0
1464799320,132917,4,0
1464799320,132918,4,0
1464799320,132919,4,0
1464799320,132920,4,0
1464799320,132921,4,0
1464799320,132922,4,0
1464799320,132923,4,0
1464799320,132924,4,0
1464799320,132925,4,0
1464799320,132926,4,0
1464799320,132927,4,0
1464799320,132928,4,0
1464799320,132929,4,0
1464799320,132930,4,0
1464799320,132931,4,0
1464799320,132932,4,0
1464799320,132933,4,0
1464799320,132934,4,0
1464799320,132935,4,0
1464799320,132936,4,0
1464799320,132937,4,0
1464799320,132938,4,0
1464799320,132939,4,0
1464799320,132940,4,0
1464799320,132941,4,0
1464799320,132942,4,0
1464799320,132943,4,0
1464799320,132944,4,0
1464799320,132945,4,0
1464799320,132946,4,0
1464799320,132947,4,0
1464799320,132948,4,0
1464799320,132949,4,0
1464799320,132950,4,0
1464799320,132951,4,0
1464799320,132952,4,0
1464799320,132953,4,0
